Distance1, Distance2, Distance3, Distance4, Distance5, Distance6, Distance7, Distance8, Distance9, Distance10, Distance11, Distance12, Distance13, Distance14, Distance15, Distance16, Distance17, Distance18, Distance19, Distance20, Distance21, Action
0.0,50.0,114.43133452444908,158.48945095560546,184.0310292814955,176.88176317830334,229.2520019116505,269.7600995256268,300.2426684011724,172.44827241448257,236.21318894211248,281.1666708369544,326.3178713325562,158.48945095560546,194.46105283617737,149.7123679040856,121.68310336961302,146.07427296534576,160.53011171040484,130.63687406561803,113.6624118886173,0
0.0,50.0,103.65337070134392,151.11044535766322,183.491624501444,164.7662541661899,220.7212992435703,261.6971251212416,296.3947825773273,163.34902884885358,225.59830892204263,268.74787576147736,310.4505426238,154.14267601938244,207.8880686089835,237.79787622684572,266.0815288258191,141.27252871437324,180.42489954425244,206.97534972588912,230.92412643563688,0
0.0,50.0,101.25035302125178,142.9440678585429,175.12833762850283,137.49628634319524,192.41329428340828,226.87490434647512,256.1817420647308,134.82620136740263,190.1538764580574,227.06568109120275,256.4717874889513,126.9295517643985,177.89620238647427,212.61674993504437,240.68597500081205,114.33239009500592,150.9880313830041,176.79980185124793,200.77057436141328,0
0.0,50.0,100.86776493941692,142.03628411034083,174.72656864238374,132.8172171436631,187.07855584090785,221.1026420208184,249.11074900115165,130.63014579459187,187.0440442774835,222.50699062722904,251.6889366900394,122.9085852806892,176.21660478275604,209.33662013459036,237.28137979118813,112.60888855589822,151.19493913193358,177.90292650453137,201.35515709776203,0
0.0,50.0,96.62320301270086,134.22971048226157,163.80055954188026,124.57515879862203,172.10635143992235,202.54813071823833,228.9157902469601,121.51928928930046,169.93542532529173,201.51862469151823,229.66040677274867,113.3978773645517,161.06017323905385,190.17179510410193,216.82608269186932,104.40825643041889,140.175074426643,164.06506079431335,186.5098063348911,0
0.0,50.0,92.8819098658499,128.2861209686091,158.44135955168494,116.85879849184057,163.03829321063688,190.63159500582478,214.94600250361816,113.48877063724044,160.6474964922233,190.55886442259495,215.754825318052,106.58750779403509,150.47738242988817,179.04304713958047,203.1603012496715,96.89614080146812,129.0543081993093,151.5151697787897,171.69878426149558,0
0.0,50.0,95.78864785462837,132.06409462069513,161.91569351031757,121.33516482134199,167.49792701868154,195.68304781871095,220.52202793924104,116.98405438087119,164.0442251128053,193.49008052595534,220.31674259774002,107.7210333016989,153.65907428821478,182.797791780258,207.43471354163833,98.56945600496195,131.78303084884791,155.751151897008,177.39597324142534,0
0.0,50.0,97.85206299791835,134.1728771599257,165.5937835616112,123.94888598886389,172.1416240188064,200.47490834822648,224.82650417147067,119.26783459659154,167.10767117954643,196.99007384136183,224.64265665702618,111.23885043814315,157.00669343642807,186.7671055924319,211.92479709143416,101.47133742585959,136.11399611002875,159.55489636103522,182.2745988362131,0
0.0,50.0,92.2854133131203,127.97407096759265,155.9338087045123,115.25524423292161,161.32876666719065,188.73899077563212,211.4735671835494,110.97559739903564,158.13939494701918,187.390662757525,212.2352444475415,103.20475648525249,149.29139526705404,178.24576772363415,202.91217749314978,95.50163596077755,130.4008431666405,154.36256291560954,176.0727510060596,0
0.0,50.0,98.20454497150946,136.69756577860457,169.33618897908147,122.75016106228263,170.30135354837367,198.72681484584692,223.79210925156704,119.40007349671276,170.11400738976226,200.91944268532004,226.89114534669417,112.1735626752815,160.56739318772676,191.02970171880474,216.91541189682061,103.39270293598173,140.58913941855175,165.8158555723296,189.2250576667361,0
0.0,50.0,96.22456803003533,134.03196961948774,167.41860439663492,119.4895403278884,168.30422805552953,196.75892188142458,221.2788311384754,116.38019952903603,166.35335598827857,196.71799176849868,222.50989666300947,110.54980177256053,158.24311062869998,189.37655264518372,214.9198343181705,101.89604878102651,139.57407246569142,164.88726364576107,187.82635951337497,0
0.0,50.0,93.92096473548415,129.71777288241324,162.63676478744753,116.44113411514543,162.1880125391011,189.69580363737816,213.40163808951274,113.52335468630162,161.81310166494663,192.2160640287591,218.5730509944188,106.8294926062726,153.94323370668877,184.0373229353909,209.78217477054065,98.07258689287836,133.4629363944263,158.89848155662008,182.05279654853697,0
0.0,50.0,93.5259740417254,129.34265873566517,161.95245558915076,114.49747354594126,162.1880125391011,190.80251376646493,215.1186407913516,112.28352095980084,162.50155731998584,193.80741525128997,218.9141728751442,107.02423966552317,155.2565013530888,186.38590032728987,211.03576569089043,98.87146639547285,136.72983796017746,160.76229790463879,184.89025222516528,0
0.0,50.0,93.61661868791833,130.21936319762415,163.61376864679437,115.75067013206669,164.20397556391373,193.95169704849837,218.58158217823893,113.41740802353375,163.78568456688498,195.12107176162033,222.37102845567645,107.64623109713776,157.31834576328365,188.730328671892,213.60009363293827,99.54163242264944,137.65661386067598,163.74272250846465,187.03585453543695,0
0.0,50.0,95.10993295983067,131.15107997341076,164.38835771684833,117.78576125542524,166.5986969200859,196.28718238416164,221.6812821749477,115.36743844234948,166.44128905623958,198.91656682936156,226.07566218551437,108.36947087662719,157.8188941637826,189.03418626997382,215.9338936154516,99.63236242368681,137.65189018119824,161.77386331486719,186.08701829622177,0
0.0,50.0,95.07589445528343,129.56786039243198,163.21323386384864,116.9831190246548,166.80410619955344,197.64451574345284,224.7884653350244,114.59671270745335,166.71527701927465,199.72919222761166,227.49928626411923,108.45101478137629,159.40937592877597,191.37331731875824,217.9292618541348,100.91875122207182,139.93910643408992,165.7350138142539,188.26378921606482,0
0.0,50.0,94.47012686407169,129.93360773014112,161.76950288364262,116.49516492763316,165.27325825192662,195.16255724532297,221.46892232102624,114.33928841321261,164.45384218990122,196.27294022701318,223.92655322401328,107.8754878946519,156.38551364032568,187.45638820725617,214.27335657294276,98.25474044365353,136.41297827095417,162.25727773416466,186.35937410769793,0
0.0,50.0,97.87863898823132,135.0223648806914,169.7956323741722,120.5578513754997,171.465688242953,202.79178187309572,230.8538750329124,117.26273067458753,171.2994153448899,203.8779022736666,233.3495119753832,110.7643524782278,162.755885604766,196.31915340999197,223.40574553314542,101.72773144969331,141.4213562373095,167.62256928685665,192.01508781869703,0
0.0,50.0,98.63939238321437,134.7207784630424,169.97309313786224,120.08745946599888,169.8293138477449,201.66922960748914,228.39947496944944,117.36893871662883,172.49544270698212,205.374765194739,234.3323332612092,109.77675323553504,160.5376880123458,193.15199276138028,222.60039431891298,99.6042063418906,138.1681460772945,165.0584222155378,190.15531456954773,0
0.0,50.0,97.17820819844503,134.28159629890024,169.453083330763,123.72949835849552,175.21748431796803,205.77761111861432,233.05355288730684,120.29386375042958,175.62088893185083,209.1365960724414,238.52217145340757,113.33420187102584,166.20867641037322,200.54215626412955,230.38898375901312,104.17494925296702,145.96266438712001,172.92103802966957,198.5061975306596,0
0.0,50.0,98.65488446591577,137.4922663230151,172.0281225263822,120.0647009988396,172.39424532349253,204.3487380077996,231.28509298134267,116.15417958363703,172.12117987176467,206.48270650703216,235.01741754440116,109.81642736027494,161.18866408138842,194.11116226186408,221.74159616178179,102.73482153020892,141.90881046781666,168.32012753163485,193.5018200521401,0
0.0,50.0,96.70699167281298,132.240474590684,164.5725732049056,122.51751073601284,172.54270500877155,201.07272682248154,226.51263188444838,118.63943784892302,173.50632884119648,205.31692634876626,233.40268001613038,110.26293534060834,162.27410811118622,194.45159294993337,221.5943655857095,100.38732960292567,139.34633580823464,164.9099316294175,189.77301807735424,0
0.0,50.0,92.50172335165709,123.60651031798226,152.95139548755415,115.96055775429826,158.04627926428606,180.3249813214249,201.05875360089155,110.77912627854022,154.61919686364135,181.4298360494999,202.45184207943504,99.60380334281103,140.17911840912515,167.15990470745902,189.91568677198484,86.61487955929702,116.91508245785529,139.34054676863337,161.21952591789272,0
0.0,50.0,95.06585640073939,127.21435648773829,155.60470433413656,117.20075243392324,160.30325967175946,182.12404509989082,201.02907149282174,112.8871993705175,158.24756538691764,183.49346018806006,203.54297038038126,101.92218094518044,146.33540870803023,171.16286333328117,191.9598070708964,87.17171900803508,115.39421725186465,135.11906729444647,154.4187711694897,0
0.0,50.0,95.73646899253991,131.5605372940862,162.1194554025123,121.57830239890109,169.3770883674122,192.69791063102704,212.19963269565446,116.66837404204055,167.90207837899771,195.0122041579118,217.296205055323,107.02301686273314,154.3355738119078,182.76638000293195,206.53538742866402,93.92157420482,127.25203321351619,150.62020699464387,172.15911074345038,0
0.0,50.0,94.92473749795839,129.5159658436211,162.39740859630305,116.25432209952449,163.4317974529905,191.0907171290083,214.732927088999,112.77007409512291,163.28312790137304,193.73616959667618,220.30186197256822,104.54576799218293,151.33558195737015,182.21095651052977,210.22862446396945,94.79411305531842,129.46620721434567,152.7730716438873,175.36921513698942,0
0.0,50.0,95.12588364650179,126.64755805145253,155.95869646739186,119.12507906843837,164.5749678124367,190.3343152490112,212.143253702289,115.25824509201406,164.3752742027546,192.3147371139189,215.48047589338907,106.35732785341503,153.19956470580203,182.46117178161714,206.0236271841441,95.98271137800268,130.54531476817078,153.38587849855108,173.71276113621855,0
0.0,50.0,93.44822422801477,126.39284769525634,155.23288005577672,116.34786276431902,159.39755189311202,183.93175429909422,206.36328699880465,112.60398205710221,158.45269886053936,186.65717496340713,210.2678034312769,105.00949103298953,149.4507881428216,176.0534460729209,199.9865923285623,93.55337800958303,126.50594461196916,148.33120088344117,168.17279194737915,0
0.0,50.0,92.75656480183693,123.23287281205499,153.98880964215266,110.60477633352401,154.63592140347734,181.62760729528895,204.84719958622009,107.19896975040953,153.95696176864755,183.0212837338107,206.62399088472233,99.50842085098515,144.84114964514683,174.2417852143776,199.0997033366924,89.62793595984598,122.31787241264018,145.92051262830094,167.87513616060454,0
0.0,50.0,92.9631764777545,123.96980766441784,153.2882704431753,111.6930003589953,154.03156913966328,180.33936313575967,203.4895355679046,111.15726516737719,156.49475418235787,185.05314723993902,209.9351031453123,104.23994557167485,149.5110357963469,178.2618866243117,202.75875100994065,94.39058711212098,127.55195082469328,149.98938729303893,169.92282458945803,0
0.0,50.0,92.07138486317129,124.44445126509392,155.08178793391457,112.57326402444725,156.7327108829173,184.07975389044964,207.70852796290865,111.71112010649884,158.07039435105827,187.08975975602974,212.29199878150928,105.16483484904913,150.52617693132538,180.38240956833224,205.71292328500584,94.65793022175855,128.61814153560485,153.11871878362493,175.82492307722396,0
0.0,50.0,96.63426132765508,132.80796944722482,164.16750417120204,119.1607803492938,167.417213839954,197.5922367424387,222.62500782453435,118.20257766286092,169.15921397277373,200.31667695518607,226.2445899172305,111.01272676299644,161.208153036744,192.44928247109436,218.19714146358206,100.35823232266078,137.09051969086923,162.107668991971,184.42829412774358,0
0.0,50.0,94.30840579688393,128.6931970179751,160.3071558012218,117.72834872432922,162.65580846906548,190.96513823612932,215.52824338908394,115.67458844934954,165.09884966764577,195.05787936306444,221.41417520981355,108.82100335869367,157.3626898536919,188.1450603504935,214.38400754953295,98.6170075753867,133.41260360519968,157.95483753332638,181.53791439436856,0
0.0,50.0,93.35362122565914,129.38110209293762,162.6851519295671,116.7061258580393,164.0043471894446,193.54843951821877,218.76880351543647,115.2263254826924,165.6135474950179,196.54037784843345,224.25557211018167,107.99729874705878,157.52695829509176,188.45376247988182,216.78763773609188,97.41691127409084,133.1581174520342,159.7396966030261,184.0034083656376,0
0.0,50.0,93.08884888366279,129.82395116726858,163.60407538508008,117.454168965078,165.49635761021182,196.78544203248788,222.72215412218264,117.02359672785465,167.57615371252191,199.1409981524195,227.8359855366966,110.20046435048619,160.28014259525685,192.54654069047115,222.14918387435412,99.2273227260005,135.56787429396306,162.23277169276113,187.20572001773093,0
0.0,50.0,95.68075925862887,133.8770963349479,166.17009357883867,117.55931399805081,164.57988474153962,194.86681842498717,220.77224602604517,115.6628056696906,166.07748423320592,197.99961149923035,226.16578330609946,107.426182168895,157.40992540302094,189.1910918377745,217.346320596699,96.56603957913983,133.42024411033557,161.01242188104618,185.5138394173993,0
0.0,50.0,95.6066158798647,130.79945409294044,162.1484962355824,114.90485194281396,161.89114545745883,190.37588483862626,215.9481477764741,111.99951093392417,161.26366330058235,192.94300040295417,219.87771116047332,104.60348486041859,152.42941357754907,182.82322846172622,209.885602870075,93.95810236483068,129.98825033332474,154.51991617387716,178.6536728742532,0
0.0,50.0,96.0513675564891,131.82549043011468,162.30635091785402,116.04047406456647,161.8483852803315,192.1619876775756,218.21013918966514,113.17974163343584,162.29512796452036,193.35500161219449,220.75586330598526,105.32714237876093,154.0054170740766,185.8495974161499,213.20052218364918,95.2659014833117,132.66567811367972,158.61708827288305,183.32091363794032,0
0.0,50.0,96.70036989826635,132.34933378693734,164.26994668719954,114.54340796262483,164.10889911650364,194.32823144994023,221.55482044301917,112.25828734183983,163.92423202856205,196.78668654154424,225.88713996153032,105.21498138427012,155.30676838983,189.0080380871101,217.22905316384717,95.19716382329885,133.48148820082764,159.20777425934762,182.67246855843047,0
0.0,50.0,95.86335224354919,129.69077852225217,161.11662675133914,113.55621535144529,159.5645628549808,188.8411771000682,214.40815455941276,109.66304366589237,159.12385201753656,189.98124168193877,217.53373753579496,100.98705279123989,149.72176911213484,180.8609249044784,207.667710077876,91.18446546190329,126.34459410942027,150.88689118867904,173.3899652695616,0
0.0,50.0,95.39353502525346,129.523231315483,160.81225219350483,113.57606442377133,162.1516783419945,190.83039081930798,216.53286246900905,109.71374148119104,161.13176594201246,192.7340128417879,219.9730295404463,101.87442385893893,150.8304223674244,182.5808930662193,208.93435226455384,91.16460151927937,127.42864768103095,151.65024147170894,174.58095099314062,0
0.0,50.0,95.32649749225406,132.20347879652698,165.29697324858537,116.04062481458587,166.85829393455788,197.46933097598196,223.52992817728497,112.66807994896052,167.62294737552514,200.55775442220093,227.81908742515074,105.576422149407,156.85250798124997,189.04756278445706,217.36437270544968,96.69006600332976,133.57657419122853,159.34624323312778,183.15649057687452,0
0.0,50.0,95.81201808989057,132.04803295216462,166.5471385116095,116.63164740528443,168.1429713771272,198.47508939690925,225.64812244598602,112.50000000000001,166.28940144422836,200.38005148387336,229.3181317636169,105.1036292228627,155.62702606498033,188.9864823813487,216.41199210486786,95.9238702768445,132.70763112751703,158.02343253061608,182.26627974484515,0
0.0,50.0,97.38575750654998,132.4555925046773,166.4678529495668,117.39309515484966,166.8000652384252,197.07479216029063,223.3236838622891,113.3488580532904,165.5508317599212,197.14500406933425,223.88072291760258,105.40925533894597,154.12157495159303,185.92740412480026,212.88329235637985,94.95998199820411,129.9884412539373,154.54431799261943,178.0457154475916,0
